ID,Large B/P,Large ROE,Large S/P,Large Return Rate in the last quarter,Large Market Value,Small systematic Risk,Annual Return,Excess Return,Systematic Risk,Total Risk,Abs. Win Rate,Rel. Win Rate,Annual Return.1,Excess Return.1,Systematic Risk.1,Total Risk.1,Abs. Win Rate.1,Rel. Win Rate.1
11,0.0,0.5,0.0,0.5,0.0,0.0,0.2613230803024651,0.006971205164389954,1.3518604207392997,0.08491930137204363,0.8,0.7,0.6512364343478765,0.481243151146756,0.7384216719932217,0.7364796285194144,0.56,0.6499999999999999
12,0.0,0.0,0.5,0.5,0.0,0.0,0.22833500098288795,0.017145663245683868,0.9127825330009229,0.07178707652272319,0.8,0.6,0.5050108238529629,0.6525205743302102,0.3219863915454065,0.5551270113942859,0.56,0.49999999999999994
13,0.5,0.0,0.0,0.0,0.5,0.0,0.24392638545165823,0.015426384819122271,1.0151467955822802,0.05727581543924511,0.85,0.7,0.574122447185754,0.623578140612018,0.41907187816709013,0.35473026175966815,0.6799999999999999,0.6499999999999999
14,0.0,0.5,0.0,0.0,0.5,0.0,0.18451335834678195,-0.007409105885083617,1.264588698196009,0.06287594438926442,0.7,0.55,0.3107634902850543,0.23916415279118391,0.6556504250974227,0.4320665892271918,0.31999999999999984,0.42500000000000004
15,0.0,0.0,0.5,0.0,0.5,0.0,0.2152642577377759,0.012640400978300943,0.9340764317945666,0.05724055962652852,0.85,0.55,0.4470723973043004,0.5766787254811105,0.3421821949861893,0.3542433881355573,0.6799999999999999,0.42500000000000004
16,0.0,0.0,0.0,0.5,0.5,0.0,0.1596033021815879,-0.009735588987509133,1.1865063829296472,0.06197342534329611,0.7,0.45,0.2003451741736217,0.2,0.5815947011267888,0.41960303542198146,0.31999999999999984,0.275
17,0.5,0.0,0.0,0.0,0.0,0.5,0.23853880247503456,0.02071588433903969,0.8787979725891264,0.07274296333020785,0.9,0.5,0.5502410140711782,0.7126218852972739,0.2897543654261252,0.5683275601361617,0.8,0.35
18,0.0,0.5,0.0,0.0,0.0,0.5,0.27564174075804115,0.007335244784958533,1.4167869134288769,0.08698970782182036,0.85,0.8,0.7147064789752828,0.4873714154385225,0.8,0.7650714042838374,0.6799999999999999,0.8
19,0.0,0.0,0.5,0.0,0.0,0.5,0.2351005187187969,0.014678492807085879,1.0200525018998496,0.08090197525991429,0.8,0.6,0.5350002012781695,0.6109880826828794,0.423724604353495,0.6810013974778955,0.56,0.49999999999999994
20,0.0,0.0,0.0,0.5,0.0,0.5,0.18667174346786508,-0.006118989315468962,1.288934605498284,0.08951898024086229,0.75,0.55,0.3203309215670027,0.26088205067668724,0.6787408494123459,0.8,0.43999999999999995,0.42500000000000004
21,0.0,0.0,0.0,0.0,0.5,0.5,0.1825258398595384,-0.0014708251316609133,1.1000849264638772,0.054799428597297854,0.7,0.6,0.3019534561708633,0.3391295187555985,0.4996298733250403,0.3205320021384428,0.31999999999999984,0.49999999999999994
22,0.333,0.333,0.333,0.0,0.0,0.0,0.2900614587905104,0.02265132933450418,1.0915397614371847,0.07134372321685731,0.8,0.75,0.7786244795365036,0.7452032796956585,0.4915253700154045,0.5490044172982813,0.56,0.7249999999999999
23,0.333,0.333,0.0,0.333,0.0,0.0,0.24906241499276338,0.01734697589587677,1.0074844556603415,0.06627676530520109,0.8,0.55,0.5968888243334622,0.6559094832729544,0.41180467395711573,0.4790310435032627,0.56,0.42500000000000004
24,0.333,0.0,0.333,0.333,0.0,0.0,0.23774798678106102,0.017140100205730258,0.9607637186358956,0.07193411438175408,0.85,0.6,0.5467355808957579,0.652426925789845,0.36749325730682736,0.5571575660685846,0.6799999999999999,0.49999999999999994
25,0.0,0.333,0.333,0.333,0.0,0.0,0.2580927455889426,0.01362503305792103,1.1602755517104286,0.07766387673591693,0.8,0.65,0.6369173931872285,0.5932540795720722,0.5567165556765146,0.6362840972051756,0.56,0.575
26,0.333,0.333,0.0,0.0,0.333,0.0,0.22067942239056038,0.0037771483767822245,1.1796842420916993,0.05960017325896487,0.75,0.6,0.47107609117240506,0.4274742121318241,0.575124368157532,0.38682904003814456,0.43999999999999995,0.49999999999999994
27,0.333,0.0,0.333,0.0,0.333,0.0,0.25528353003916227,0.021797380745557364,0.924903302306591,0.06269498399283197,0.8,0.6,0.624465038662464,0.7308278591398587,0.3334821104281044,0.4295675731148745,0.56,0.49999999999999994
28,0.0,0.333,0.333,0.0,0.333,0.0,0.21131010767806724,0.0024760236072606454,1.1656473574293371,0.0627972677204729,0.7,0.55,0.429544914092319,0.40557100156441855,0.5618113451968598,0.4309800848491642,0.31999999999999984,0.42500000000000004
29,0.333,0.0,0.0,0.333,0.333,0.0,0.18809356631819907,0.010026366466418059,0.8448411446269303,0.04766370238290563,0.8,0.5,0.3266334077557734,0.5326739154233565,0.2575486416344021,0.22198947496450555,0.56,0.35
30,0.0,0.333,0.0,0.333,0.333,0.0,0.20608178676575006,-0.00419784843698582,1.3121641133709674,0.07062942710634668,0.7,0.55,0.4063694387983332,0.29322264873212134,0.7007724453905739,0.5391401733845695,0.31999999999999984,0.42500000000000004
31,0.0,0.0,0.333,0.333,0.333,0.0,0.18939275340076644,0.010875954820766975,0.8347886597804132,0.05140097813439667,0.8,0.55,0.33239228878837646,0.5469759355345887,0.24801454879310852,0.2736002832036176,0.56,0.42500000000000004
32,0.333,0.333,0.0,0.0,0.0,0.333,0.28350620552070716,0.02461057148616147,1.0084568966320935,0.0687748177922373,0.8,0.65,0.7495671372753889,0.7781852768150168,0.4127269675640116,0.5135285000605494,0.56,0.575
33,0.333,0.0,0.333,0.0,0.0,0.333,0.2472528833876646,0.018519145884355374,0.9846880117073862,0.07865515509095887,0.8,0.55,0.5888677491716725,0.6756418615043522,0.3901838094228981,0.6499733940340866,0.56,0.42500000000000004
34,0.0,0.333,0.333,0.0,0.0,0.333,0.27562593925588663,0.016222872412531557,1.189778209791618,0.08093146569755533,0.8,0.6,0.7146364359674164,0.6369862594038725,0.5846978046418841,0.6814086527684295,0.56,0.49999999999999994
35,0.333,0.0,0.0,0.333,0.0,0.333,0.22040161258254187,0.015444249549422459,0.9080439029301339,0.06890267391426015,0.8,0.65,0.4698446490994841,0.6238788765280968,0.3174921257270301,0.5152941599247661,0.56,0.575
36,0.0,0.333,0.0,0.333,0.0,0.333,0.2545351178091364,0.00698293057655381,1.3177063310779331,0.08557715028798792,0.75,0.75,0.6211475664878277,0.48144053742179327,0.7060288590009043,0.7455643513252075,0.43999999999999995,0.7249999999999999
37,0.0,0.0,0.333,0.333,0.0,0.333,0.23975390868605517,0.01498120126152283,1.0354234408860463,0.07932221532775814,0.75,0.6,0.5556271914779121,0.6160838945322722,0.4383028863991558,0.6591853227903868,0.43999999999999995,0.49999999999999994
38,0.333,0.0,0.0,0.0,0.333,0.333,0.2507826019486141,0.02015489495078706,0.9445253679182164,0.06479748535934339,0.85,0.6,0.6045138632254775,0.7031781570824192,0.3520922946895616,0.45860257135020677,0.6799999999999999,0.49999999999999994
39,0.0,0.333,0.0,0.0,0.333,0.333,0.22405406711232279,-0.0007853290749257405,1.3224361170865242,0.07025521116801313,0.7,0.7,0.4860348124687461,0.35066919951912545,0.7105147368324916,0.5339723483918201,0.31999999999999984,0.6499999999999999
40,0.0,0.0,0.333,0.0,0.333,0.333,0.2281654739984944,0.015755000763356362,0.9402879436547703,0.06890148150070906,0.8,0.55,0.504259364922961,0.6291100806618664,0.3480733882248936,0.5152776930030778,0.56,0.42500000000000004
41,0.0,0.0,0.0,0.333,0.333,0.333,0.1595254318756958,-0.008674394947987024,1.177865753415098,0.07359930878119077,0.65,0.5,0.2,0.21786420260762163,0.573399656293921,0.5801534685774863,0.2,0.35
42,0.25,0.25,0.25,0.25,0.0,0.0,0.26668939063618713,0.018909072446993747,1.0677824149510535,0.07310325280110899,0.75,0.65,0.675023572636585,0.6822059080949289,0.4689931552923918,0.5733030642278336,0.43999999999999995,0.575
43,0.25,0.25,0.25,0.0,0.25,0.0,0.250004343367106,0.013145267803896951,1.1057120559242346,0.06133645282239485,0.85,0.65,0.6010640917155492,0.5851776831895192,0.5049668199132873,0.4108066102139398,0.6799999999999999,0.575
44,0.25,0.25,0.0,0.25,0.25,0.0,0.20378810662500957,0.00341305643322979,1.099080975959254,0.05808674990808814,0.7,0.6,0.3962022879433032,0.42134506703188324,0.4986776950859993,0.36592905632259165,0.31999999999999984,0.49999999999999994
45,0.25,0.0,0.25,0.25,0.25,0.0,0.2240374205845479,0.018661885079056063,0.831234362982992,0.054119975312915215,0.8,0.6,0.4859610237324295,0.6780447414671252,0.24464354190580478,0.3111489286112307,0.56,0.49999999999999994
46,0.0,0.25,0.25,0.25,0.25,0.0,0.2078520717144956,0.0034329345218655286,1.1261940562344817,0.06306317711162325,0.8,0.7,0.4142165460782848,0.42167969594009025,0.5243925932931853,0.4346522245327733,0.56,0.6499999999999999
47,0.25,0.25,0.25,0.0,0.0,0.25,0.2834797984547863,0.023481718874437903,1.0451630919791193,0.07587258031173397,0.8,0.55,0.749450083193572,0.7591821058406925,0.4475402778681255,0.6115467584602275,0.56,0.42500000000000004
48,0.25,0.25,0.0,0.25,0.0,0.25,0.260728280976916,0.021691576384767597,0.9649600251485968,0.0686068526975827,0.8,0.65,0.6485998790741427,0.7290467423341429,0.3714731664032812,0.5112089456932741,0.56,0.575
49,0.25,0.0,0.25,0.25,0.0,0.25,0.23692983357827746,0.01977283238001914,0.8986307515461797,0.07556621871566536,0.8,0.65,0.543108969282623,0.6967464933915255,0.30856439685262493,0.6073159843247582,0.56,0.575
50,0.0,0.25,0.25,0.25,0.0,0.25,0.2788341953928499,0.020180610916728105,1.1093773596935121,0.07958280765426877,0.85,0.7,0.7288576098559216,0.7036110611590651,0.5084431093045559,0.6627840351911933,0.6799999999999999,0.6499999999999999
51,0.25,0.25,0.0,0.0,0.25,0.25,0.2605488800425313,0.017604014416855204,1.0484781334048363,0.0579438353140992,0.9,0.75,0.6478046520801845,0.6602364847879553,0.450684367434843,0.3639554428684624,0.8,0.7249999999999999
52,0.25,0.0,0.25,0.0,0.25,0.25,0.26099713726527174,0.02257814182848558,0.9409576384347053,0.067398902049666,0.85,0.65,0.6497916330565239,0.7439712369332891,0.34870854782022903,0.4945274607300447,0.6799999999999999,0.575
53,0.0,0.25,0.25,0.0,0.25,0.25,0.2482570126356367,0.009758760424707622,1.1916003706910834,0.07084643935782989,0.8,0.6,0.5933187331431273,0.5281690196454913,0.5864259993571734,0.5421370562590455,0.56,0.49999999999999994
54,0.25,0.0,0.0,0.25,0.25,0.25,0.19384033512497,0.013889625797884789,0.7841634422385215,0.05004532735977854,0.8,0.55,0.3521069968363145,0.597708249251867,0.2,0.2548790978214296,0.56,0.42500000000000004
55,0.0,0.25,0.0,0.25,0.25,0.25,0.22367281153207652,-4.34245257795729e-05,1.3147758034966455,0.07729920882229596,0.75,0.7,0.4843448283555147,0.36315846414732844,0.7032494544595835,0.631248127955826,0.43999999999999995,0.6499999999999999
56,0.0,0.0,0.25,0.25,0.25,0.25,0.2057599568817121,0.012434484903428016,0.8995353872284088,0.064985263421595,0.8,0.5,0.4049428698000882,0.5732123222177141,0.30942238179004145,0.4611957376581821,0.56,0.35
57,0.2,0.2,0.2,0.2,0.2,0.0,0.23244285201151915,0.013998159309242426,0.9915861876051675,0.0577693016442229,0.8,0.65,0.5232196143273837,0.5995353087380686,0.3967262564346742,0.3615451781820366,0.56,0.575
58,0.2,0.2,0.2,0.2,0.0,0.2,0.27356317131989205,0.025906439805962786,0.9339347000483249,0.07337369917168649,0.8,0.6,0.7054928451015143,0.8,0.34204777213971327,0.5770378584199053,0.56,0.49999999999999994
59,0.2,0.2,0.2,0.0,0.2,0.2,0.27652293892106417,0.020458685437302206,1.0694344191060414,0.0659760386389825,0.8,0.65,0.7186125487439028,0.7082921839231828,0.4705599679987362,0.47487808628665845,0.56,0.575
60,0.2,0.2,0.0,0.2,0.2,0.2,0.23070645322236993,0.011627135065321939,1.0436841979470755,0.060469145252594274,0.8,0.7,0.5155227135607092,0.5596213477625124,0.4461376482477659,0.39882931775660657,0.56,0.6499999999999999
61,0.2,0.0,0.2,0.2,0.2,0.2,0.23472901246854838,0.022864805429650324,0.7948867659260566,0.06289294646487299,0.8,0.55,0.5333534328283003,0.7487969487830688,0.21017033750014794,0.43230138347900776,0.56,0.42500000000000004
62,0.0,0.2,0.2,0.2,0.2,0.2,0.24294008590041827,0.011255195130974595,1.1251141217785896,0.06768338871608169,0.8,0.8,0.5697504965603857,0.553360089125931,0.5233683494845957,0.4984561477639374,0.56,0.8
63,0.167,0.167,0.167,0.167,0.167,0.167,0.24163393327443083,0.018168273806130987,0.9417075239426419,0.06074732545285722,0.8,0.7,0.5639607395004407,0.6697352603915336,0.34941976282449594,0.40267091412956907,0.56,0.6499999999999999
