ID,Large B/P,Large ROE,Large S/P,Large Return Rate in the last quarter,Large Market Value,Small systematic Risk,Annual Return,Excess Return,Systematic Risk,Total Risk,Abs. Win Rate,Rel. Win Rate,Annual Return.1,Excess Return.1,Systematic Risk.1,Total Risk.1,Abs. Win Rate.1,Rel. Win Rate.1
45,0.25,0.0,0.25,0.25,0.25,0.0,0.10143797082107708,-0.015428553937726849,0.8217443223444797,0.08637541133507726,0.6,0.25,0.32533301917460405,0.5166902930987439,0.3114654943563599,0.24942339966527016,0.3714285714285714,0.3
46,0.0,0.25,0.25,0.25,0.25,0.0,0.1777556430967855,-0.01425201966390588,1.1491348851491365,0.10020439479925292,0.6,0.4,0.6301054444672359,0.5380845684696726,0.5706180557813864,0.3471933359999497,0.3714285714285714,0.6000000000000001
47,0.25,0.25,0.25,0.0,0.0,0.25,0.11987787727478971,-0.012829373992999098,0.8863086149504897,0.10608962142007969,0.6,0.35,0.39897225428864547,0.563954170329882,0.36257265414161566,0.3888014725288551,0.3714285714285714,0.49999999999999994
48,0.25,0.25,0.0,0.25,0.0,0.25,0.1621142012957557,0.00015148205304260642,0.8012114472496872,0.09422997778048432,0.65,0.45,0.5676417973115464,0.8,0.2952122855630125,0.30495462965721637,0.4571428571428572,0.7
49,0.25,0.0,0.25,0.25,0.0,0.25,0.10356073750975359,-0.016587918217707068,0.8856735616617482,0.10578719883312761,0.5,0.25,0.333810226782576,0.49560823946628885,0.36206996498341604,0.38666336619955977,0.2,0.3
50,0.0,0.25,0.25,0.25,0.0,0.25,0.15668914111212962,-0.012034824091637093,1.0328121691925793,0.1067111553397618,0.65,0.35,0.5459769757804462,0.5784023846861683,0.4785404786703921,0.3931956734413504,0.4571428571428572,0.49999999999999994
51,0.25,0.25,0.0,0.0,0.25,0.25,0.1388852235667022,-0.006970414378161122,0.8368509983857628,0.09443855513801568,0.75,0.4,0.474877544046899,0.670494369095114,0.3234234865390867,0.30642925684290384,0.6285714285714286,0.6000000000000001
52,0.25,0.0,0.25,0.0,0.25,0.25,0.10026973275664064,-0.019557634565512707,0.9197820996944576,0.10147586766163996,0.65,0.35,0.32066769412471,0.4416064728095783,0.3890692618535391,0.3561825593314323,0.4571428571428572,0.49999999999999994
53,0.0,0.25,0.25,0.0,0.25,0.25,0.14980595026814658,-0.013595118383784473,1.0142028537412684,0.0970194848679062,0.65,0.45,0.5184891514703163,0.5500297596903165,0.46380990206409245,0.324676247739188,0.4571428571428572,0.7
54,0.25,0.0,0.0,0.25,0.25,0.25,0.13063811223962696,-0.007917363380265947,0.8046708623653411,0.08535518767708329,0.65,0.2,0.44194294258616906,0.6532749066756625,0.2979506549300889,0.24221049046282578,0.4571428571428572,0.2
55,0.0,0.25,0.0,0.25,0.25,0.25,0.2192322291061004,-0.005136708983244323,1.1636577767009242,0.11040015056774558,0.65,0.4,0.7957409956309329,0.7038387425153625,0.5821139416514666,0.4192766091452106,0.4571428571428572,0.6000000000000001
56,0.0,0.0,0.25,0.25,0.25,0.25,0.12483651037875476,-0.016632239461662868,0.96274753765473,0.0955175510222535,0.65,0.35,0.4187744127162786,0.49480229533098286,0.42307941536794047,0.3140576815337422,0.4571428571428572,0.49999999999999994
57,0.2,0.2,0.2,0.2,0.2,0.0,0.13874536865841924,-0.010602844763110637,0.9022655570954824,0.09291371889043423,0.7,0.3,0.4743190375003093,0.6044417111738507,0.3752036914994432,0.2956487722734448,0.5428571428571427,0.39999999999999997
58,0.2,0.2,0.2,0.2,0.0,0.2,0.1410817975395251,-0.008973627612764566,0.8953385190912442,0.10036517434830687,0.6,0.3,0.48364949891750103,0.6340676397414424,0.36972045573813034,0.34833003605571633,0.3714285714285714,0.39999999999999997
59,0.2,0.2,0.2,0.0,0.2,0.2,0.11635383376032826,-0.015488289160011007,0.9127062244746502,0.10110685813729786,0.7,0.4,0.384899088051878,0.5156040588739299,0.38346821101130363,0.3535736880579017,0.5428571428571427,0.6000000000000001
60,0.2,0.2,0.0,0.2,0.2,0.2,0.16058706914521692,-0.007241829768980315,0.930771321318357,0.09200607570345398,0.7,0.4,0.5615432390696148,0.6655589109955926,0.3977680004717321,0.28923179904937896,0.5428571428571427,0.6000000000000001
61,0.2,0.0,0.2,0.2,0.2,0.2,0.11469914396816239,-0.013132438561440862,0.8531215541640105,0.09707743284778662,0.55,0.3,0.3782911320434258,0.5584431988463592,0.33630277105364226,0.32508593586401,0.2857142857142858,0.39999999999999997
62,0.0,0.2,0.2,0.2,0.2,0.2,0.1702561716357518,-0.013009422152786596,1.0964260760532198,0.10050497000793229,0.65,0.3,0.6001565212698021,0.5606801476377825,0.5288953415716313,0.34931838149533945,0.4571428571428572,0.39999999999999997
63,0.167,0.167,0.167,0.167,0.167,0.167,0.13729953643451998,-0.011104372028148533,0.9101008008052744,0.09502213533541495,0.7,0.35,0.46854514817291854,0.5953218643041094,0.38140583568890013,0.3105551276195747,0.5428571428571427,0.49999999999999994
